Age,Years of Experience,Salary
30,4,65000
47,19,190000
25,1,35000
40,12,130000
33,7,85000
29,1,25000
44,15,150000
28,3,60000
36,9,100000
31,6,75000
27,3,50000
42,14,140000
34,6,75000
26,2,30000
39,11,120000
30,4,65000
47,19,190000
25,1,35000
40,12,130000
33,7,85000
29,1,25000
44,15,150000
28,3,60000
31,5,80000
27,3,60000
38,12,130000
29,2,45000
23,1,25000
32,7,90000
44,18,170000
26,2,40000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
39,11,120000
32,6,90000
28,2,45000
40,15,150000
33,8,95000
24,1,25000
35,10,110000
29,4,70000
49,22,220000
26,2,35000
41,13,140000
36,9,110000
28,1,25000
43,16,160000
29,5,80000
34,6,85000
31,4,62000
41,13,138000
27,2,47000
25,1,26000
33,8,95000
45,19,174000
28,2,41000
42,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
40,12,122000
33,7,96000
29,3,49000
43,16,162000
34,9,99000
23,1,26000
36,11,117000
30,5,75000
50,23,225000
27,2,36000
43,14,146000
37,10,113000
29,1,26000
44,17,168000
30,6,85000
32,8,95000
46,18,180000
28,2,41000
24,1,26000
31,5,68000
39,13,127000
25,2,47000
41,15,155000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
34,8,101000
30,3,49000
44,18,182000
35,8,92000
26,1,26000
37,12,125000
29,4,71000
51,24,240000
28,2,36000
44,15,152000
38,11,119000
30,1,26000
45,19,190000
31,6,85000
41,13,131000
27,3,62000
42,16,137000
35,9,112000
29,2,45000
33,1,25000
36,7,91000
43,17,179000
31,5,74000
49,23,228000
28,2,37000
45,19,193000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
34,8,104000
31,1,25000
45,20,204000
28,2,37000
44,18,183000
38,11,119000
30,1,25000
45,20,204000
27,3,61000
41,15,157000
35,8,92000
26,1,52000
30,4,58000
48,22,219000
32,6,77000
31,6,95000
28,2,45000
29,4,70000
35,10,110000
26,1,35000
32,5,60000
27,2,50000
39,12,120000
23,1,32000
30,4,65000
26,1,35000
42,14,130000
34,9,95000
28,2,43000
31,4,50000
29,3,60000
35,8,80000
26,2,48000
40,13,125000
34,7,85000
26,2,42000
29,4,70000
25,1,32000
33,6,80000
27,2,42000
31,7,90000
29,4,65000
24,1,40000
42,12,110000
34,10,105000
28,3,50000
33,8,95000
29,3,60000
25,2,40000
26,2,55000
30,5,70000
24,1,32000
31,7,90000
27,2,50000
35,10,110000
26,1,32000
32,6,80000
29,4,70000
25,2,45000
33,7,65000
27,2,50000
28,3,45000
34,9,95000
30,4,65000
26,2,38000
42,13,125000
34,8,90000
28,2,43000
31,5,60000
29,3,60000
35,10,110000
26,1,35000
32,6,95000
27,2,42000
39,11,100000
23,1,32000
30,4,65000
26,2,42000
42,14,130000
34,9,95000
28,2,43000
31,4,50000
29,3,60000
35,8,80000
26,2,48000
40,13,125000
34,7,85000
26,2,42000
29,4,70000
25,1,32000
33,6,80000
27,2,42000
31,7,90000
29,4,65000
24,1,40000
42,12,110000
34,10,105000
28,3,50000
33,8,95000
29,3,60000
25,2,40000
26,2,55000
30,5,70000
24,1,32000
31,7,90000
27,2,50000
35,10,110000
26,1,32000
32,6,80000
29,4,70000
25,2,45000
33,7,65000
27,2,50000
28,3,45000
34,9,95000
30,4,65000
26,2,38000
42,13,125000
34,8,90000
28,2,43000
31,5,60000
29,3,60000
35,10,110000
26,1,35000
32,6,95000
27,2,42000
39,11,100000
23,1,32000
30,4,65000
26,2,42000
42,14,130000
34,9,95000
28,2,43000
31,4,500
27,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
33,8,120000
29,3,55000
31,5,70000
38,12,140000
25,1,30000
32,7,100000
27,2,50000
29,3,55000
35,10,130000
26,1,45000
28,2,48000
36,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
34,9,125000
30,4,57000
32,6,72000
39,13,145000
26,2,31000
33,8,105000
28,3,52000
30,4,57000
36,11,135000
27,2,48000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
22,0,25000
45,21,250000
31,8,120000
28,4,80000
29,6,100000
35,12,170000
27,3,50000
33,9,140000
30,7,120000
25,2,55000
26,5,85000
29,4,80000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
25,3,65000
30,7,120000
28,6,105000
26,5,85000
28,7,110000
34,12,170000
31,9,140000
24,1,30000
29,6,95000
27,4,80000
33,10,155000
21,0,25000
36,11,160000
23,1,60000
39,12,150000
28,4,80000
31,8,120000
35,10,130000
27,2,50000
42,18,180000
29,3,60000
33,7,110000
24,0,25000
30,6,100000
26,3,55000
32,9,140000
22,0,25000
37,12,150000
38,14,170000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
23,1,60000
39,12,150000
28,4,80000
31,8,120000
35,10,130000
27,2,50000
42,18,180000
29,3,60000
33,7,110000
24,0,25000
30,6,100000
26,3,55000
32,9,140000
22,0,25000
37,12,150000
38,14,170000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
23,1,60000
39,12,150000
28,4,80000
31,8,120000
35,10,130000
27,2,50000
42,18,180000
29,3,60000
33,7,110000
24,0,25000
30,6,100000
26,3,55000
32,9,140000
22,0,25000
37,12,150000
38,14,170000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
23,1,60000
39,12,150000
28,4,80000
31,8,120000
35,10,130000
27,2,50000
42,18,180000
29,3,60000
33,7,110000
24,0,25000
30,6,100000
26,3,55000
32,9,140000
22,0,25000
37,12,150000
38,14,170000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
25,1,55000
29,4,65000
27,3,60000
34,10,150000
26,2,50000
31,7,120000
23,1,60000
39,12,150000
28,4,80000
31,8,120000
35,10,130000
27,2,50000
42,18,180000
29,3,60000
33,7,110000
24,0,25000
30,6,100000
26,,
28,3,85000
36,11,160000
25,1,55000
29,5,100000
33,8,120000
27,2,50000
43,19,185000
30,4,65000
34,9,130000
25,0,25000
31,6,100000
27,3,55000
33,10,150000
23,0,25000
38,13,160000
39,14,170000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
28,3,85000
36,11,160000
25,1,55000
29,5,100000
33,8,120000
27,2,50000
43,19,185000
30,4,65000
34,9,130000
25,0,25000
31,6,100000
27,3,55000
33,10,150000
23,0,25000
38,13,160000
39,14,170000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
28,3,85000
36,11,160000
25,1,55000
29,5,100000
33,8,120000
27,2,50000
43,19,185000
30,4,65000
34,9,130000
25,0,25000
31,6,100000
27,3,55000
33,10,150000
23,0,25000
38,13,160000
39,14,170000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
28,3,85000
36,11,160000
25,1,55000
29,5,100000
33,8,120000
27,2,50000
43,19,185000
30,4,65000
34,9,130000
25,0,25000
31,6,100000
27,3,55000
33,10,150000
23,0,25000
38,13,160000
39,14,170000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
26,1,55000
30,4,65000
28,3,60000
35,11,160000
27,2,50000
32,8,120000
28,3,85000
36,11,160000
25,1,55000
29,5,100000
33,8,120000
27,2,50000
43,19,185000
30,4,65000
34,9,130000
25,0,25000
31,6,100000
27,3,55000
33,10,150000
27,3,85000
35,11,160000
24,1,55000
28,5,100000
32,8,120000
26,2,50000
41,19,185000
29,4,65000
33,9,130000
24,0,25000
30,6,100000
26,3,55000
32,10,150000
22,0,25000
37,13,160000
38,14,170000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,3,85000
35,11,160000
24,1,55000
28,5,100000
32,8,120000
26,2,50000
41,19,185000
29,4,65000
33,9,130000
24,0,25000
30,6,100000
26,3,55000
32,10,150000
22,0,25000
37,13,160000
38,14,170000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,3,85000
35,11,160000
24,1,55000
28,5,100000
32,8,120000
26,2,50000
41,19,185000
29,4,65000
33,9,130000
24,0,25000
30,6,100000
26,3,55000
32,10,150000
22,0,25000
37,13,160000
38,14,170000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,3,85000
35,11,160000
24,1,55000
28,5,100000
32,8,120000
26,2,50000
41,19,185000
29,4,65000
33,9,130000
24,0,25000
30,6,100000
26,3,55000
32,10,150000
22,0,25000
37,13,160000
38,14,170000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,1,55000
31,4,65000
29,3,60000
34,11,160000
26,2,50000
31,8,120000
27,3,85000
35,11,160000
24,1,55000
28,5,100000
32,8,120000
26,2,50000
41,19,185000
29,4,65000
33,9,130000
24,0,25000
30,6,100000
26,7,100000
31,7,120000
26,2,50000
33,9,130000
29,3,35000
36,13,160000
27,2,50000
31,6,100000
28,4,80000
25,1,60000
30,5,90000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
39,16,200000
26,2,50000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,160000
25,1,55000
30,5,85000
34,11,170000
28,3,60000
32,7,120000
24,0,25000
37,14,180000
28,3,60000
33,9,120000
26,1,45000
29,5,80000
35,11,150000
27,2,65000
31,7,100000
28,4,90000
24,0,40000
30,6,110000
34,12,170000
27,3,75000
33,8,120000
29,4,70000
25,1,30000
36,13,180000
39,15,200000
26,1,50000
31,8,140000
28,3,65000
32,7,110000
24,0,28000
37,14,190000
39,16,210000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
29,3,75000
32,8,120000
27,2,65000
30,6,100000
36,11,150000
28,3,60000
33,9,120000
26,1,45000
29,5,80000
35,11,150000
27,2,65000
31,7,100000
28,4,90000
24,0,40000
30,6,110000
34,12,170000
27,3,75000
33,8,120000
29,4,70000
25,1,30000
36,13,180000
39,15,200000
26,1,50000
31,8,140000
28,3,65000
32,7,110000
24,0,28000
37,14,190000
39,16,210000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
27,7,120000
28,3,60000
33,8,120000
27,2,65000
30,6,100000
36,11,150000
29,3,65000
32,9,120000
26,1,45000
29,5,80000
35,11,150000
27,2,65000
31,7,100000
28,4,90000
24,0,40000
30,6,110000
34,12,170000
27,3,75000
33,8,120000
29,4,70000
25,1,30000
36,13,180000
39,15,200000
26,1,50000
31,8,140000
28,3,65000
32,7,110000
24,0,28000
37,14,190000
39,16,210000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
